country,iso3_code,region,income_level,latitude,longitude,crude_death_rate,total_population,population_65_plus_pct,gni_per_capita,poverty_headcount,gini_index,health_expenditure_pc,female_literacy,adult_literacy,education_expenditure_gdp,safe_water,basic_sanitation,electricity_access,hospital_beds,physicians_density,nurses_midwives_density,urban_population,communicable_disease_deaths,ncd_mortality_pct,hiv_prevalence,measles_immunisation,dpt_immunisation,undernourishment,smoking_prevalence,overweight_prevalence
Lao PDR,LAO,EAS,LMC,18.0,105.0,6.221,7769819.0,4.66578436383138,2000.0,,,,,,,17.8720755715615,79.5136338496498,96.5,1.31,,,38.906,25.6405037340773,65.3429480560114,0.4,69.0,67.0,5.4,27.2,
Lebanon,LBN,MEA,LMC,34.0,36.0,5.962,5805962.0,10.1385877257367,,,,,,,1.22490869993085,47.7,99.2,100.0,2.73,,,89.603,5.55337748107005,88.5511303769937,0.1,67.0,49.0,9.6,34.3,
Liberia,LBR,SSF,LIC,6.5,-9.5,8.071,5612817.0,3.30499818540316,760.0,,,,,,,,22.5233824972505,32.5,1.59,0.18,0.794,54.077,58.4314977293647,31.6550622520222,0.9,82.0,83.0,38.4,8.2,
Libya,LBY,MEA,UMC,25.0,17.0,6.654,7381023.0,5.01919584859714,6310.0,,,,,,,,92.1060022089555,73.2,3.2,,,81.907,10.3928533300441,75.050321329237,0.1,89.0,86.0,11.4,,
St. Lucia,LCA,LCN,UMC,,,8.614,179744.0,9.61675943775436,12800.0,,,,,,3.84700018653403,,83.3579887895079,100.0,1.96,,,19.306,7.9406531999336,82.096785253246,0.4,83.0,99.0,,13.8,
Liechtenstein,LIE,ECS,HIC,,,6.8,40197.0,20.7261098570354,,,,,,,,100.0,99.95,100.0,,,,14.707,,,,,,,,
Sri Lanka,LKA,SAS,LMC,7.0,81.0,8.2,21916000.0,12.1039396323455,3860.0,,,,,,,47.1275328737655,95.0863607756551,100.0,,,,19.416,9.47024212360678,82.5187048538365,0.1,99.0,97.0,4.1,19.5,0.5
Lesotho,LSO,SSF,LMC,-29.5,28.5,10.648,2337423.0,3.8564059343144,1170.0,,,,96.629997253418,90.4499969482422,6.62253066096596,28.2174874193037,50.2791929850309,57.3,,0.151,,30.897,42.1882542295161,45.0802861409139,17.1,90.0,86.0,,24.3,7.7
Lithuania,LTU,ECS,HIC,56.0,24.0,12.9,2888055.0,20.1664889015269,26950.0,,,1988.94665527,,,,94.9814964714414,95.3067363442577,100.0,,5.127,9.467,68.936,3.41432799404597,91.1542757580292,0.2,86.0,89.0,2.5,31.4,
Luxembourg,LUX,ECS,HIC,49.75,6.17,6.6,677717.0,15.4763638200631,91470.0,,,7504.58496094,,,,99.5340819574653,97.585929408821,100.0,4.15,,,92.266,5.3566112640065,88.5966262598026,0.3,99.0,99.0,2.5,23.0,
Latvia,LVA,ECS,HIC,57.0,25.0,14.9,1862441.0,21.7358403074143,21930.0,,,,,,,97.1112722593105,,100.0,,,,68.815,3.04076502411086,91.9936098302222,0.5,98.0,97.0,2.5,33.9,
"Macao SAR, China",MAC,EAS,HIC,,,4.4,687000.0,14.2684189919779,,,,,,,,100.0,100.0,100.0,,,,100.0,,,,,,10.7,,
St. Martin (French part),MAF,LCN,HIC,,,9.282,26129.0,18.4067511194458,,,,,,,,96.6287648090298,100.0,100.0,,,,,,,,,,,,
Morocco,MAR,MEA,LMC,32.0,-5.0,5.638,38081173.0,8.13865292437289,3760.0,,,,,,,74.8241993528604,87.5163486641307,100.0,,,,65.643,8.9061293772705,84.1902894663775,0.1,98.0,96.0,6.9,13.0,
Monaco,MCO,ECS,HIC,,,20.971,38631.0,36.1665501799073,,,,,,,,100.0,100.0,100.0,,,,100.0,,,,88.0,99.0,,,
Moldova,MDA,ECS,UMC,47.0,29.0,13.606,2389275.0,16.2115124727323,6940.0,,,,,,,75.2243421159045,84.9109519217603,100.0,5.66,,,43.599,4.47050314530646,89.484237974785,0.9,84.0,86.0,2.5,29.7,
Madagascar,MDG,SSF,LIC,-20.0,47.0,7.528,31964956.0,3.40515250513719,510.0,,,,,,,22.2392232754516,14.7542851111188,39.4,,,,41.231,45.459444882299,45.0253641794136,0.5,46.0,60.0,39.7,26.8,
Maldives,MDV,SAS,UMC,,,2.338,527799.0,4.64021341457638,11650.0,,,,,,,,99.700538860316,100.0,,,,42.407,8.15932122841673,85.1781921618113,0.1,99.0,99.0,,26.3,
Mexico,MEX,LCN,UMC,23.0,-102.0,6.161,130861007.0,8.24857017950351,12800.0,29.6,,,95.1709315749585,95.7654716766416,,43.0378794213272,92.5184477680319,99.7,1.02,,,81.862,9.0934368360701,80.4103092072542,0.5,80.0,78.0,3.1,14.9,
Marshall Islands,MHL,EAS,UMC,,,6.968,37548.0,4.64072653669969,8380.0,,,,,,,,81.4596743556766,100.0,,,,79.208,,,,88.0,85.0,,29.8,
North Macedonia,MKD,ECS,UMC,41.5,22.0,11.0,1792179.0,18.0247601630052,8360.0,,,,,,,80.4470258702833,98.9818075276227,100.0,,,,59.868,1.28361099483121,96.131870575848,0.1,73.0,89.0,2.5,,
Mali,MLI,SSF,LIC,17.0,-4.0,8.627,24478595.0,2.38401749806275,1020.0,43.3,,,,,,,50.2085511222901,54.5,,0.195,0.352,46.934,60.2543251797839,30.3222602495614,0.8,72.0,82.0,9.6,8.0,1.4
Malta,MLT,MEA,HIC,,,7.3,574346.0,20.2123026573043,34660.0,,,,,,,99.7724155281172,99.964422815225,100.0,,,,95.006,7.00213354268577,89.7452088059069,0.3,88.0,97.0,2.5,24.7,
Myanmar,MMR,EAS,LMC,22.0,98.0,9.153,54500091.0,7.3044263357285,1220.0,,,,,,,57.3964993719658,74.1301534432673,76.8,,,,32.47,21.5972988139263,71.1445252140296,0.9,71.0,71.0,5.3,44.4,
Montenegro,MNE,ECS,UMC,42.5,19.3,10.1,623831.0,17.8320804850907,12020.0,,,,,,,85.1189179871969,97.8104465050209,100.0,,2.752,5.993,68.84,1.41387631975863,94.1059452107939,0.1,23.0,81.0,2.5,32.0,
Mongolia,MNG,EAS,UMC,46.0,105.0,5.5,3524788.0,5.13764767489369,5350.0,,,,,,,39.2801550444961,69.9648819624705,100.0,10.55,,,69.263,6.30956602200595,82.7159926018599,0.1,96.0,96.0,2.5,29.5,
Northern Mariana Islands,MNP,EAS,HIC,,,4.704,44278.0,9.75213144373553,,,,,,,,90.6391752577319,80.3272843396756,100.0,,,,92.171,,,,,,,,
Mozambique,MOZ,SSF,LIC,-18.25,35.0,7.002,34631766.0,2.75374348509978,550.0,,,,,,,,37.3797966827908,36.0,0.73,0.082,0.512,39.326,54.4396366039944,36.1641671601934,11.5,65.0,70.0,24.8,,
Mauritania,MRT,SSF,LMC,20.0,-12.0,5.52,5169395.0,3.22841423141255,2090.0,,,,,,,,55.9298943954257,50.3,,0.236,1.656,58.458,52.7128002020344,37.0647597305999,0.1,93.0,86.0,9.3,9.5,
Mauritius,MUS,SSF,UMC,-20.3,57.5,9.4,1259509.0,13.5258962419631,12850.0,,,,,,4.08979988098145,,,100.0,3.71,1.197,3.001,40.944,7.26439921820429,88.3814838404028,,98.0,93.0,5.9,20.9,
Malawi,MWI,SSF,LIC,-13.5,34.0,5.363,21655286.0,2.58611915815843,540.0,,,,,,,17.7570796234108,49.2412888129489,15.6,,0.049,0.5,18.598,49.647247988715,40.1883723817408,6.2,89.0,91.0,19.9,9.7,
Malaysia,MYS,EAS,UMC,2.5,112.5,5.158,35557673.0,7.73785157794421,11670.0,,,,,,,93.941920809996,95.9961352001802,100.0,2.01,,,79.201,18.138603074633,73.4429783304743,0.3,96.0,93.0,2.5,22.0,
Namibia,NAM,SSF,LMC,-22.0,17.0,6.169,3030131.0,3.67296001393999,4240.0,,,,,,9.08440819434816,,35.8405413584001,56.7,,0.543,3.355,55.795,45.1503326089775,43.0371729362929,9.0,79.0,74.0,22.2,14.1,
New Caledonia,NCL,EAS,HIC,,,6.271,292639.0,11.4260036666274,,,,,,,,96.8652854148107,100.0,100.0,,,,73.106,,,,,,5.6,,
Niger,NER,SSF,LIC,16.0,8.0,8.859,27032412.0,2.59438183698921,660.0,,,,,,,,16.4096569958993,20.1,,0.023,0.202,17.232,59.1736143290551,30.3541425963808,0.2,81.0,86.0,13.3,7.7,
Nigeria,NGA,SSF,LMC,10.0,8.0,11.74,232679478.0,3.04866208065127,1250.0,,,,62.4199981689453,70.4100036621094,,28.9848848748333,46.5706750774817,61.2,,0.394,1.682,55.03,65.2078910458964,27.1317098254344,1.2,57.0,67.0,18.0,3.3,
Nicaragua,NIC,LCN,LMC,13.0,-85.0,4.586,6916140.0,5.5335856079826,2510.0,,,,,,,,,88.3,0.9,,,60.155,9.45054216988521,81.6398958837988,,,,19.6,,
Netherlands,NLD,ECS,HIC,52.5,5.75,9.5,17994237.0,20.4960775816586,62840.0,,,,,,,99.9678911890245,97.6702343416938,100.0,,,,93.453,6.00082384419398,88.234188813408,,89.0,91.0,2.5,21.3,
Norway,NOR,ECS,HIC,62.0,10.0,7.9,5572272.0,18.7852406279027,98280.0,,,,,,,98.8231103374865,98.0490118575755,100.0,,,,84.318,7.67957977902199,86.7221299287588,0.1,96.0,97.0,2.5,14.2,
Nepal,NPL,SAS,LMC,28.0,84.0,6.932,29651054.0,6.50345841831696,1470.0,,,,,,3.68849173764595,16.1166371410422,80.3927030291667,94.0,0.39,,,22.366,24.8208329609614,66.4573216682287,0.1,97.0,97.0,5.7,28.3,
Nauru,NRU,EAS,HIC,,,7.519,11947.0,2.85020717364919,21260.0,,,,,,,,,100.0,,,,100.0,,,,98.0,99.0,,48.3,
New Zealand,NZL,EAS,HIC,-42.0,174.0,7.23,5338500.0,17.1957543080631,46280.0,,,,,,,100.0,100.0,100.0,2.66,3.574,11.74,87.091,4.35473043131918,89.6018985474786,0.1,89.0,89.0,2.5,12.2,
Oman,OMN,MEA,HIC,21.0,57.0,1.901,5281538.0,2.64409723076876,19280.0,,,,,,,90.851749132955,99.3206156339836,100.0,,2.058,4.817,88.998,9.76462365102089,79.7897919025766,0.1,99.0,99.0,5.7,8.4,
Pakistan,PAK,MEA,LMC,30.0,70.0,6.466,251269164.0,4.28062891951199,1430.0,,,,,,,50.6017785742925,70.5288132588719,95.6,,,,38.365,33.1479592293348,59.8558675161075,0.2,86.0,87.0,20.7,18.9,
Panama,PAN,LCN,HIC,9.0,-80.0,4.771,4515577.0,9.35311257011009,17960.0,,49.7,,95.9457933826316,96.256135181795,,,85.8798756121606,97.0,,,,69.888,13.3672704197102,77.859990559681,1.1,93.0,72.0,5.6,5.2,
Peru,PER,LCN,UMC,-10.0,-76.0,5.491,34217848.0,9.22812283852747,7490.0,27.6,40.1,,90.6500015258789,93.6600036621094,,51.9852117120259,78.4594565767913,96.2,1.6,1.621,2.655,79.139,17.5375809963723,72.5860849365678,0.4,89.0,80.0,7.0,7.1,
Philippines,PHL,EAS,LMC,13.0,122.0,6.236,115843670.0,5.49193411039176,4470.0,,,194.05615234,,,3.92501087473821,47.9019041200159,84.7571618236724,98.0,0.96,,,48.614,24.281664665108,69.7491443602475,0.3,80.0,71.0,5.9,20.4,
Palau,PLW,EAS,HIC,,,11.495,17695.0,11.3418665762482,,,,,,,,90.4408486187601,99.0185065927333,100.0,,,,82.839,,,,96.0,97.0,,17.3,
Papua New Guinea,PNG,EAS,LMC,-6.0,147.0,6.516,10576502.0,3.46461445686932,2940.0,,,,,,,,19.304728768578,20.5,,,,13.88,30.2720267838858,62.3545333786307,1.5,44.0,42.0,27.7,39.6,
Poland,POL,ECS,HIC,52.0,20.0,11.1,36554707.0,20.1434028173028,21560.0,13.3,,1543.71240234,,,,88.9144993074404,98.9570825241432,100.0,,,,60.33,5.85222082210651,89.906897649352,,92.0,94.0,2.5,23.6,
Puerto Rico (US),PRI,LCN,HIC,,,10.7,3203295.0,24.718679022048,25930.0,,,,,,4.27101949674789,99.8731075904989,100.0,100.0,,,,93.664,,,,,,,,
"Korea, Dem. People's Rep.",PRK,EAS,LIC,,,9.684,26498823.0,12.399869609303,,,,,,,,66.531399868941,84.7650388403018,57.5,,,,63.503,12.7943441218335,80.4000006804435,,99.0,99.0,,16.5,
Portugal,PRT,ECS,HIC,39.5,-8.0,11.2,10701636.0,24.5306498594644,26620.0,,,2743.57739258,,,,95.1567339921988,99.6612567289747,100.0,,,,68.423,8.5170034449767,86.6892779439777,0.5,99.0,99.0,2.5,25.6,
Paraguay,PRY,LCN,UMC,-23.0,-58.0,5.703,6929153.0,6.53764608747996,6290.0,20.1,44.2,,94.3399963378906,94.8600006103516,,64.2206042704366,94.5727484403312,99.8,,3.882,,63.489,13.954068845618,74.9383368877686,0.5,90.0,80.0,4.5,10.7,
West Bank and Gaza,PSE,MEA,LMC,,,7.198,5289152.0,3.83773428275027,3080.0,,,,96.874024754433,97.9449803653341,,80.3301824695162,99.4416057169053,100.0,,,,77.877,,,,89.0,88.0,,,
French Polynesia,PYF,EAS,HIC,,,3.649,281807.0,11.324082304702,,,,,,,,81.8132594702229,97.0033810791135,100.0,,,,62.42,,,,,,5.4,,
Qatar,QAT,MEA,HIC,25.5,51.25,0.93,2857822.0,1.67581729963329,76720.0,,,,,,,96.654816058767,99.936545083788,100.0,,,,99.387,4.95048572778131,76.8900092385815,0.1,99.0,96.0,,12.5,
Romania,ROU,ECS,HIC,46.0,25.0,12.7,19069340.0,19.9809987731847,17600.0,,,,,,,82.0723248379512,88.2842294269223,100.0,,,,54.88,5.32769761915331,91.037146163309,0.2,78.0,79.0,2.5,30.0,
Russian Federation,RUS,ECS,HIC,60.0,100.0,12.1,143533851.0,17.1774753758315,15320.0,,,,,,,76.2331071384836,89.4185264529743,100.0,7.03,,,75.548,3.9034529707424,89.3053298873847,,97.0,97.0,2.5,29.2,
Rwanda,RWA,SSF,LIC,-2.0,30.0,5.935,14256567.0,3.92606803328137,1040.0,,,,,,4.69134998321533,,73.826445482821,63.9,,,,18.081,38.1809158837927,50.3926880607269,2.0,97.0,98.0,31.4,14.3,
Saudi Arabia,SAU,MEA,HIC,25.0,45.0,2.34,35300280.0,2.95084263846487,35570.0,,,,96.6900024414062,97.9300003051758,,,95.3480675371882,100.0,2.15,3.077,5.509,85.171,7.13055653028488,73.410221100722,0.1,96.0,97.0,3.0,14.9,
Sudan,SDN,SSF,LIC,15.0,30.0,6.404,50448963.0,3.30171309271226,720.0,,,,,,,,,66.0,,,,36.752,35.5456510407433,53.9452462094465,0.2,46.0,39.0,11.4,,
Senegal,SEN,SSF,LMC,14.0,-14.0,5.581,18501984.0,3.61772273671508,1680.0,,,,,,,26.6925904153209,60.1839131026354,74.2,,0.126,0.435,50.08,43.7546078460253,44.9103407806288,0.3,87.0,91.0,4.6,6.5,
Singapore,SGP,EAS,HIC,1.35,103.8,6.2,6036860.0,13.6562182859265,74750.0,,,,,,2.19099857819757,100.0,100.0,100.0,2.65,,,100.0,20.7052204629064,75.0212481147359,0.1,97.0,97.0,,16.4,
Solomon Islands,SLB,EAS,LMC,,,5.141,819198.0,3.63880282910847,2080.0,,,,,,,,,81.3,,,,26.488,23.3994420494799,66.8316987763344,0.1,78.0,87.0,19.4,36.9,
Sierra Leone,SLE,SSF,LIC,8.5,-11.5,8.287,8642022.0,3.24269579256476,840.0,,,,,,,10.262418642337,22.9191871774247,35.5,,0.043,1.119,44.779,56.6757595572297,34.0743981626212,1.4,90.0,91.0,28.4,12.9,
El Salvador,SLV,LCN,UMC,13.8,-88.9,7.519,6338193.0,8.14861585944133,5120.0,,,,88.25,89.7699966430664,,,87.5527837523229,98.3,1.16,1.552,2.16,75.996,15.7989247028582,65.1075874676011,0.4,96.0,95.0,6.8,8.9,
San Marino,SMR,ECS,HIC,,,8.3,33977.0,22.4099937464638,,,,,,,,100.0,100.0,100.0,,,,97.932,,,,85.0,88.0,,,
"Somalia, Fed. Rep.",SOM,SSF,LIC,5.0,46.0,9.835,19009151.0,2.591583390547,600.0,,,,,,,,40.5758031158919,50.3,,,,48.519,61.0164601667836,29.8790260671022,0.1,64.0,70.0,51.3,,
Serbia,SRB,ECS,UMC,44.0,21.0,14.7,6587202.0,22.6860376805019,11570.0,,,,,,,75.0752476006734,97.9104148354253,100.0,,,,57.371,2.70973223805172,94.9158841872602,0.1,84.0,95.0,2.5,39.5,
South Sudan,SSD,SSF,LIC,8.0,30.0,9.609,11943408.0,2.99167528264649,,,,,,,,,16.0551793971587,5.4,,,,21.56,61.3045825239178,27.9405168965776,1.5,72.0,73.0,19.6,,
Sao Tome and Principe,STP,SSF,LMC,,,5.572,235536.0,3.90024476036623,2770.0,,,,,,,36.3006918200211,47.8426472252971,81.3,,,,77.014,30.9546637024882,57.630449772173,,87.0,87.0,16.4,7.8,
Suriname,SUR,LCN,UMC,4.0,-56.0,6.649,634431.0,7.89928297955175,5870.0,,,,,,,55.7961520243991,89.9723420362516,99.6,,,,66.533,11.8146625910832,78.6097363921946,1.6,73.0,69.0,10.1,,
Slovak Republic,SVK,ECS,HIC,48.7,19.5,10.0,5422069.0,18.5373993543753,23900.0,,,,,,,99.1847298839003,97.536360698203,100.0,,,,54.172,5.10477524844871,88.6085086359974,0.1,94.0,96.0,3.6,32.4,
Slovenia,SVN,ECS,HIC,46.0,15.0,10.2,2126324.0,21.7723491779025,31640.0,,,3033.32104492,,,,98.2743209096652,98.3111577508786,100.0,,,,56.438,2.65495639467145,89.9880996804389,0.1,95.0,90.0,2.5,20.1,
Sweden,SWE,ECS,HIC,62.0,15.0,9.0,10569709.0,20.7467682423653,58820.0,,,6152.33300781,,,,99.7388798657575,98.8608146114769,100.0,,,,88.976,5.91546177237149,89.0470759204382,,93.0,96.0,2.5,22.7,
Eswatini,SWZ,SSF,LMC,-26.5,31.5,7.7,1242822.0,4.26195555838067,3580.0,,,,,,6.03082905337534,,64.4202338506503,86.4,,1.591,3.182,25.013,42.0794029267991,45.8623399494381,23.4,85.0,84.0,12.4,9.5,
Sint Maarten (Dutch part),SXM,LCN,HIC,,,8.126,43350.0,13.942169063794,,,,,,,,,,100.0,,,,100.0,,,,,,,,
Seychelles,SYC,SSF,HIC,,,7.3,121354.0,8.53904929131987,17460.0,,,,,,,,100.0,100.0,,3.819,7.274,59.242,13.4850864126618,78.9806538080804,,97.0,94.0,2.5,20.2,
Syrian Arab Republic,SYR,MEA,LIC,35.0,38.0,5.039,24672760.0,4.74170917120154,,,,,,,,,94.980325115384,88.4,1.43,,,58.044,10.6566129269053,75.2126624215035,0.1,81.0,73.0,34.0,,
Turks and Caicos Islands,TCA,LCN,HIC,,,7.401,46535.0,11.2518668944547,,,,,,,2.94998113247616,47.0850771759839,93.1462182010626,100.0,,,,94.433,,,,,,,,
Chad,TCD,SSF,LIC,15.0,19.0,11.032,20299123.0,2.10053656012627,970.0,,,,,,,6.24704860480126,12.9220664368098,12.0,,0.085,0.21,24.691,63.4475184752633,26.9854526457781,0.9,66.0,68.0,35.1,7.4,
Togo,TGO,SSF,LIC,8.0,1.0,7.702,9515236.0,3.21344647749391,1010.0,,,,,,,19.4177904317129,19.1976367083179,59.2,,0.083,0.508,45.064,48.5624412207673,41.1204738449955,1.6,81.0,90.0,12.8,6.4,
Thailand,THA,EAS,UMC,15.0,100.0,8.888,71668011.0,15.3627543814492,7120.0,,,,,,,,99.0156252589314,100.0,2.34,,,54.32,13.9039699177043,76.5819668572181,1.0,93.0,92.0,5.6,19.2,
Tajikistan,TJK,ECS,LMC,39.0,71.0,4.581,10590927.0,3.85166927070363,1650.0,19.8,36.1,,,,,55.2921007475287,96.7483291193228,100.0,4.32,,,28.523,19.4927277240652,73.1880151836871,0.2,98.0,97.0,8.7,,
Turkmenistan,TKM,ECS,UMC,40.0,60.0,5.781,7494498.0,4.53024308431045,8390.0,,,,,,,94.8805426953047,99.8182083856896,100.0,4.03,,,54.524,21.9530614355745,72.3043873152797,,99.0,98.0,4.1,5.6,
Timor-Leste,TLS,EAS,LMC,-8.8,126.0,7.271,1400638.0,5.2777020186515,1560.0,,,,,,,,58.3783532133543,100.0,,,,32.842,40.0552374196527,53.083942403429,0.2,72.0,83.0,15.9,38.7,
Tonga,TON,EAS,UMC,,,6.442,104175.0,6.71559051792408,,,,,,,,29.5287016952487,95.2955412998895,100.0,,,,23.21,11.082843800717,79.4010784668366,,99.0,99.0,,31.3,
Trinidad and Tobago,TTO,LCN,HIC,10.5,-61.25,8.368,1368333.0,12.3783519031106,20000.0,,,,,,,,93.9152110121169,98.7,1.61,,,53.562,6.97721770742153,82.6593998696751,,96.0,92.0,12.6,,
Tunisia,TUN,MEA,LMC,34.0,9.0,6.071,12277109.0,9.52962134652384,3900.0,,,,,,,74.3034603115934,97.4375269911084,100.0,2.42,,,70.88,7.14455905561033,85.9446988729274,0.1,96.0,97.0,3.2,20.5,
Turkiye,TUR,ECS,UMC,39.0,35.0,6.2,85518661.0,10.2841810756946,13150.0,,,,,,,,99.2487500218028,100.0,,,,77.893,5.16531847193368,90.1666080124334,,95.0,99.0,2.5,30.5,
Tuvalu,TUV,EAS,UMC,,,9.138,9646.0,6.66632108237002,,,,,,,,8.70710061176711,83.5463346619255,100.0,,,,66.928,,,0.4,97.0,94.0,,33.7,
Tanzania,TZA,SSF,LMC,-6.0,35.0,5.791,68560157.0,3.04500104922455,1200.0,,,,,,3.15504437906936,11.3356525332316,30.6179496792131,48.3,,0.133,,38.136,54.3369886339401,34.3811377618399,3.5,84.0,83.0,23.8,9.3,
Uganda,UGA,SSF,LIC,1.0,32.0,4.842,50015092.0,2.18856638123782,1020.0,,,,,,,18.6814232075292,21.0121303393868,51.5,,0.168,2.268,27.389,51.6605577071455,35.5809226467057,4.9,90.0,91.0,36.9,7.5,
Ukraine,UKR,ECS,UMC,49.0,32.0,13.13,37860221.0,18.9624484896371,5220.0,,,,,,,87.6207250140124,97.7453007185575,100.0,,,,70.284,3.13381595554519,91.8551649320085,,91.0,88.0,5.8,24.9,
Uruguay,URY,LCN,HIC,-33.0,-56.0,9.783,3386588.0,16.0451929855644,21580.0,17.3,40.0,,99.1699981689453,98.9100036621094,,,98.3248312886721,100.0,2.48,4.63,7.317,95.852,7.15428871700658,85.51001841335,,97.0,94.0,2.5,20.5,
United States,USA,NAC,HIC,38.0,-97.0,9.2,340110988.0,17.9287302134033,83660.0,,,,,,,97.468388745246,99.631610907923,100.0,,,11.88,83.515,5.3020598009239,88.1449804799197,,92.0,94.0,2.5,24.3,
Uzbekistan,UZB,ECS,LMC,41.0,64.0,6.206,36361859.0,5.86451589287555,3020.0,8.9,34.6,,,,,79.8452982407754,96.3066941900978,100.0,4.86,,,50.626,8.20831596886303,85.1820186447499,,99.0,90.0,2.5,16.7,
St. Vincent and the Grenadines,VCT,LCN,UMC,,,11.499,100616.0,11.8912499006122,11020.0,,,,,,,,,100.0,4.2,,,54.725,13.1084180064473,79.0991011982907,0.8,99.0,99.0,4.8,,
"Venezuela, RB",VEN,LCN,INX,8.0,-66.0,7.56,28405543.0,9.67921120184184,,,,,,,,,98.3955859787771,100.0,,,,88.505,15.5617500592489,65.0577003675068,0.6,71.0,62.0,17.6,,
British Virgin Islands,VGB,LCN,HIC,,,5.972,39471.0,9.62352106609916,,,,,,,,,,100.0,,,,50.171,,,,,,,,
Virgin Islands (U.S.),VIR,LCN,HIC,,,9.0,104377.0,22.6900653671751,,,,,,,,,99.1085439775738,100.0,,,,96.314,,,,,,,,
Viet Nam,VNM,EAS,LMC,16.0,108.0,6.577,100987686.0,9.04718319297274,4490.0,,,,,,,57.7814114254904,92.1703402892452,99.8,,,,40.195,9.30494112386208,81.3665708335802,0.4,98.0,97.0,5.2,22.5,
Vanuatu,VUT,EAS,LMC,,,5.083,327777.0,4.29574940317746,3940.0,,,,,,,,46.7149333781719,61.6,,,,26.147,16.8570486119756,73.9255570040283,0.1,61.0,71.0,7.9,,
Samoa,WSM,EAS,UMC,,,6.157,218019.0,5.88089597490133,4650.0,,,,,,5.45616637544294,62.1917137502586,97.9278644978324,100.0,,,,17.42,10.3658660641934,81.751376205632,,85.0,85.0,5.4,22.5,
Kosovo,XKX,ECS,UMC,,,5.871,1527324.0,10.0741041910268,7180.0,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,MEA,LIC,15.0,48.0,4.792,40583164.0,2.52303760097367,,,,,,,,,54.8447584872486,83.6,,,,40.477,30.145592705535,50.3616968458699,0.1,41.0,42.0,39.5,21.4,
South Africa,ZAF,SSF,UMC,-29.0,24.0,9.239,64007187.0,6.69054794339382,6100.0,,,,90.8300018310547,91.1500015258789,6.02110004425049,,77.6342459782462,87.7,,,,69.298,35.6803578327848,51.3300565987341,17.2,76.0,74.0,8.1,20.7,
Zambia,ZMB,SSF,LMC,-15.0,30.0,5.207,21314956.0,1.9467528327704,1260.0,,,,,,,,36.3013685414785,51.1,,0.262,2.147,46.914,56.517852657474,34.7923815115643,9.4,88.0,91.0,35.4,14.6,
Zimbabwe,ZWE,SSF,LMC,-20.0,30.0,7.614,16634373.0,3.60165374437779,2260.0,,,,,,,26.5164278963248,34.6178581154233,62.0,,0.166,2.143,32.67,47.6473006196949,39.2582275747306,9.8,90.0,91.0,38.1,11.3,4.3
